Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
7/8/2020,, BRUNO GOYENECHE, CAÍDA, LEVE, VIERNES, 23, PAYSANDU, PAYSANDU, 1, 400070, 6424100 
8/8/2020,, JUAN ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, TACUAREMBO, TACUAREMBO, 1, 598580, 6492750 
8/8/2020,, TOMAS ALDABALDE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, CANELONES, SIN DATOS, 1, 570070, 6153895 
21/11/2020,, RUTA 100, DESPISTE, LEVE, SÁBADO, 12, DURAZNO, SIN DATOS, 1, 600955, 6350125 
17/12/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 8, RIO NEGRO, SIN DATOS, 1, 501315, 6375935 
20/12/2020,, RUTA 39, CAÍDA, LEVE, DOMINGO, 2, MALDONADO, SIN DATOS, 1, 688060, 6141620 
8/8/2020,, CORACEROS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 571670, 6141600 
8/8/2020,, MANUEL BORRAZAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, CANELONES, SIN DATOS, 1, 571975, 6160280 
9/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, RIO NEGRO, SIN DATOS, 1, 406985, 6381290 
9/8/2020,, AVENIDA GRITO DE ASENCIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 1, SORIANO, MERCEDES, 1, 404215, 6321115 
9/8/2020,, DOCTOR LUIS ALBERTO DE HERRERA, ATROPELLO DE ANIMALES, LEVE, DOMINGO, 1, CANELONES, SIN DATOS, 1, 571110, 6152990 
9/8/2020,, DOCTOR JUAN DARIO SILVA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 5, CERRO LARGO, MELO, 1, 765910, 6414415 
9/8/2020,, CAMINO LOS HORNEROS CASI RUTA 101, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 14, CANELONES, SIN DATOS, 1, 594615, 6153955 
9/8/2020,, FROILAN VAZQUEZ LEDESMA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 18, CANELONES, CANELONES, 1, 566350, 6179205 
9/8/2020,, CHASQUE DE LOS SANTOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 19, RIVERA, RIVERA, 1, 637655, 6582135 
9/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 22, FLORIDA, ALEJANDRO GALLINAL, 1, 634715, 6252185 
9/8/2020,, VARELA CACERES Y RIO PARANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, CANELONES, LAGOMAR, 1, 592755, 6144275 
9/8/2020,, AVENIDA INGENIERO LUIS GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, CANELONES, EL PINAR, 1, 600475, 6149310 
10/8/2020,, MANUEL LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, TREINTA Y TRES, TREINTA Y TRES, 1, 743555, 6320470 
10/8/2020,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574395, 6140955 
10/8/2020,, JUANA DE AMERICA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, MALDONADO, EL TESORO, 1, 694440, 6135310 
10/8/2020,, CHIAVARI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 576835, 6140605 
10/8/2020,, AVENIDA A, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 18, CANELONES, JOAQUIN SUAREZ, 1, 587825, 6155430 
10/8/2020,, OFICIAL SEIS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, COLONIA, PUEBLO GIL, 1, 405205, 6220550 
10/8/2020,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, RIVERA, RIVERA, 1, 639075, 6580390 
10/8/2020,, AVENIDA DE LAS AMERICAS, CAÍDA, GRAVE, LUNES, 20, CERRO LARGO, MELO, 1, 765900, 6415550 
10/8/2020,, DOCTOR JUAN JOSE DE AMEZAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 575620, 6139450 
10/8/2020,, PARALELA SUR ESQ VIÑA DEL MAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 22, CANELONES, EL BOSQUE, 1, 593470, 6144980 
11/8/2020,, GRECIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 7, MONTEVIDEO, MONTEVIDEO, 1, 568470, 6140360 
11/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 8, CANELONES, SIN DATOS, 1, 624805, 6163490 
11/8/2020,, DURAZNO, CAÍDA, LEVE, MARTES, 10, FLORIDA, SARANDI GRANDE, 1, 561735, 6268685 
11/8/2020,, SIN DATOS, CAÍDA, SIN LESIONADOS, MARTES, 11, MONTEVIDEO, SIN DATOS, 1, 560025, 6146670 
11/8/2020,, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, PAYSANDU, GUICHON, 1, 481265, 6419690 
11/8/2020,, SORIANO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 574425, 6136930 
11/8/2020,, CALLE EL CANARIO RUTA 84 KM 5, CAÍDA, LEVE, MARTES, 16, CANELONES, SIN DATOS, 1, 584740, 6154490 
11/8/2020,, AVENIDA ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, PAYSANDU, PAYSANDU, 1, 399050, 6423755 
11/8/2020,, FELIPE CARAPE, CAÍDA, LEVE, MARTES, 18, TREINTA Y TRES, TREINTA Y TRES, 1, 743885, 6320405 
11/8/2020,, JUAN JACOBO ROUSSEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 22, MONTEVIDEO, MONTEVIDEO, 1, 579010, 6141305 
12/8/2020,, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 2, CANELONES, SIN DATOS, 1, 611405, 6157770 
12/8/2020,, RUTA 80 KM. 82.500, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 8, CANELONES, SIN DATOS, 1, 625880, 6179635 
12/8/2020,, PALMAS Y OMBUES, DESPISTE, LEVE, MIÉRCOLES, 9, MONTEVIDEO, MONTEVIDEO, 1, 584055, 6138350 
23/7/2020,, AVENIDA ARMANDO I BARBIERI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 16, SALTO, SALTO, 1, 409460, 6527495 
12/8/2020,, AVENIDA ITALIA, CAÍDA, LEVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 576305, 6138325 
12/8/2020,, ANSINA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 8, SAN JOSE, SAN JOSE DE MAYO, 1, 526840, 6200820 
12/8/2020,, ROTONDA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, SIN DATOS, 1, 566760, 6151770 
12/8/2020,, RUTA 23 KM 186, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 16, FLORES, SIN DATOS, 1, 498505, 6254900 
12/8/2020,, VEINTIUNO DE SETIEMBRE, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576965, 6135775 
12/8/2020,, RAMBLA CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, MALDONADO, PUNTA DEL ESTE, 1, 688085, 6130620 
12/8/2020,, CAMINO GENERAL A LA COLONIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, PAYSANDU, CHACRAS DE PAYSANDU, 1, 405425, 6416805 
21/12/2020,, VIA_PUBLICA, DESPISTE, LEVE, LUNES, 10, MALDONADO, MALDONADO, 1, 686505, 6135120 
12/8/2020,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 23, MONTEVIDEO, MONTEVIDEO, 1, 574790, 6141125 
12/8/2020,, APARICIO SARAVIA  Y  RUBENS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 19, MALDONADO, SAN RAFAEL - EL PLACER, 1, 693500, 6134415 
13/8/2020,, SIN DATOS, DESPISTE, LEVE, JUEVES, 2, CANELONES, SIN DATOS, 1, 637170, 6149810 
13/8/2020,, JOSE ANTONIO CABRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MONTEVIDEO, MONTEVIDEO, 1, 578170, 6139975 
13/8/2020,, AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 11, SORIANO, DOLORES, 1, 386630, 6288650 
13/8/2020,, MANILA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 558195, 6152990 
13/8/2020,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 572825, 6140960 
13/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 14, TACUAREMBO, SIN DATOS, 1, 600320, 6492705 
13/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, FLORIDA, SIN DATOS, 1, 555655, 6212860 
13/8/2020,, AVENIDA GENERAL JOSE GERVASIO ARTIGAS, ATROPELLO DE PEATÓN, LEVE, JUEVES, 15, LAVALLEJA, MINAS, 1, 661370, 6195495 
14/8/2020,, RUTA 5 KM 481.500, DESPISTE, LEVE, VIERNES, 2, RIVERA, SIN DATOS, 1, 632965, 6563290 
14/8/2020,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 4, TREINTA Y TRES, SIN DATOS, 1, 735105, 6308360 
14/8/2020,, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 9, FLORIDA, FLORIDA, 1, 572290, 6226735 
14/8/2020,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 9, LAVALLEJA, MINAS, 1, 662170, 6194860 
14/8/2020,, DIECIOCHO DE JULIO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 11, MALDONADO, SAN CARLOS, 1, 690405, 6147980 
14/8/2020,, E. MARTINEZ MONEGAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 12, CANELONES, CANELONES, 1, 566510, 6179785 
14/8/2020,, RUTA 3 Y CAMINO ELEDEN, DESPISTE, SIN LESIONADOS, VIERNES, 11, FLORES, SIN DATOS, 1, 506365, 6293540 
14/8/2020,, DE LAS BROTOLAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MALDONADO, EL CHORRO, 1, 700135, 6135935 
14/8/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, TACUAREMBO, TACUAREMBO, 1, 595230, 6489455 
14/8/2020,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 17, CERRO LARGO, MELO, 1, 766675, 6415460 
14/8/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, MALDONADO, SAN CARLOS, 1, 690405, 6147980 
14/8/2020,, JUAN PANDIANI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 571125, 6142830 
14/8/2020,, RUTA 76. A 6 KM DE RUTA 5, DESPISTE, LEVE, VIERNES, 20, FLORIDA, SIN DATOS, 1, 568175, 6207855 
14/8/2020,, MARIA ORTICOCHEA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 571965, 6144000 
15/8/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 2, ROCHA, ROCHA, 1, 744595, 6181360 
15/8/2020,, HABANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, MONTEVIDEO, MONTEVIDEO, 1, 579070, 6142005 
15/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 11, FLORIDA, SIN DATOS, 1, 674120, 6334235 
15/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 565370, 6143045 
15/8/2020,, AVENIDA INGENIERO FEDERICO CAPURRO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, MONTEVIDEO, MONTEVIDEO, 1, 567145, 6140790 
8/8/2020,, MARIA EUGENIA VAZ FERREIRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, MONTEVIDEO, MONTEVIDEO, 1, 572655, 6142500 
15/8/2020,, MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, MONTEVIDEO, MONTEVIDEO, 1, 574960, 6136765 
15/8/2020,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 576410, 6141380 
15/8/2020,, RUTA CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, MONTEVIDEO, SIN DATOS, 1, 570750, 6152000 
15/8/2020,, RUTA 6 KM 62, DESPISTE, LEVE, SÁBADO, 23, CANELONES, SAN BAUTISTA, 1, 595515, 6189170 
16/8/2020,, JUAN PIGNANESSY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 2, COLONIA, TARARIRAS, 1, 442920, 6208230 
16/8/2020,, SIN DATOS, CAÍDA, GRAVE, DOMINGO, 3, ROCHA, SIN DATOS, 1, 760200, 6162860 
16/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 11, COLONIA, SIN DATOS, 1, 472130, 6201110 
16/8/2020,, CANELONES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 9, CANELONES, SIN DATOS, 1, 571470, 6157340 
16/8/2020,, ANTILLAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 14, MONTEVIDEO, MONTEVIDEO, 1, 576010, 6146195 
16/8/2020,, PERIMETRAL PASNADO CAMINO PASO MORLAN, CAÍDA, GRAVE, DOMINGO, 16, SORIANO, CHACRAS DE DOLORES, 1, 387940, 6287525 
16/8/2020,, BATOVI, DESPISTE, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 574440, 6138895 
16/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, FLORIDA, SIN DATOS, 1, 611180, 6272790 
17/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 7, CANELONES, COLONIA NICOLICH, 1, 589905, 6146705 
5/12/2020,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 3, LAVALLEJA, SIN DATOS, 1, 700660, 6222570 
1/7/2020,, RUTA CATORCE, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 0, SORIANO, MERCEDES, 1, 406500, 6321240 
1/7/2020,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 1, TACUAREMBO, PASO DE LOS TOROS, 1, 545150, 6369575 
1/7/2020,, LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, TACUAREMBO, PASO DE LOS TOROS, 1, 544780, 6369480 
1/7/2020,, MIGUELETE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574675, 6138155 
1/7/2020,, MANUEL RODRIGUEZ CORREA, CAÍDA, LEVE, MIÉRCOLES, 18, TACUAREMBO, TACUAREMBO, 1, 595815, 6489785 
1/7/2020,, LA PAZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 574475, 6137925 
1/7/2020,, AVENIDA DOCTOR SANTIN CARLOS ROSSI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 568325, 6141750 
2/7/2020,, JOSE LLUPES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MONTEVIDEO, MONTEVIDEO, 1, 571090, 6142775 
2/7/2020,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 9, PAYSANDU, PAYSANDU, 1, 399315, 6424800 
2/7/2020,, BRASIL, CAÍDA, LEVE, JUEVES, 14, RIO NEGRO, FRAY BENTOS, 1, 377605, 6335375 
2/7/2020,, CARVE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 570575, 6148075 
2/7/2020,, VEINTIUNO DE SETIEMBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, MONTEVIDEO, MONTEVIDEO, 1, 577345, 6135555 
3/7/2020,, AVENIDA GENERAL OSCAR GESTIDO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 0, CANELONES, LAGOMAR, 1, 594005, 6144190 
3/7/2020,, CAMINO TOMKINSON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 567175, 6145420 
3/7/2020,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 577885, 6138970 
3/7/2020,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 10, SALTO, SALTO, 1, 408565, 6526600 
3/7/2020,, MARTIRES DE LA INDUSTRIA FRIGORIFICA, ATROPELLO DE ANIMALES, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 566320, 6141840 
3/7/2020,, CRISTOBAL COLON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, SORIANO, MERCEDES, 1, 404250, 6319355 
3/7/2020,, DIECIOCHO DE JULIO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 18, LAVALLEJA, MINAS, 1, 661895, 6194835 
3/7/2020,, TELMA GARCIA DA ROSA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, ARTIGAS, ARTIGAS, 1, 549320, 6634965 
3/7/2020,, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 21, SORIANO, MERCEDES, 1, 403940, 6320445 
3/7/2020,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 20, ARTIGAS, SIN DATOS, 1, 554535, 6627265 
3/7/2020,, AVENIDA MANUEL PATULE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, SALTO, SALTO, 1, 407480, 6525000 
4/7/2020,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 0, MONTEVIDEO, MONTEVIDEO, 1, 577560, 6140295 
4/7/2020,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 11, PAYSANDU, PORVENIR, 1, 409100, 6415365 
4/7/2020,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 578330, 6140330 
17/8/2020,, DOCTOR JOAQUIN REQUENA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 7, MONTEVIDEO, MONTEVIDEO, 1, 575555, 6140110 
17/8/2020,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 0, CANELONES, SAN LUIS, 1, 629390, 6151665 
27/7/2020,, MANUEL HERRERA Y OBES, ATROPELLO DE PEATÓN, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 570970, 6142275 
17/8/2020,, RUTA 8 KM 411.3, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 15, CERRO LARGO, SIN DATOS, 1, 767330, 6426815 
17/8/2020,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 15, RIVERA, RIVERA, 1, 639500, 6580120 
18/8/2020,, SIERRA DE LAS CAÑAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 9, MALDONADO, CERRO PELADO, 1, 685295, 6137955 
18/8/2020,, AVENIDA ITALIA, CAÍDA, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 583220, 6139495 
18/8/2020,, DOCTOR CARLOS MARIA DE PENA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 15, MONTEVIDEO, MONTEVIDEO, 1, 571970, 6143205 
18/8/2020,, GENERAL MAXIMO TAJES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 587030, 6140400 
18/8/2020,, CALLE 62||CANELONES||PINAMAR||PINEPARK, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, CANELONES, PINAMAR - PINEPARK, 1, 604535, 6151825 
18/8/2020,, AVENIDA GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, LAVALLEJA, MINAS, 1, 661115, 6194690 
18/8/2020,, BILBAO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, SALTO, SALTO, 1, 409410, 6527040 
18/8/2020,, GENERAL JUAN ANTONIO LAVALLEJA, CAÍDA, LEVE, MARTES, 23, LAVALLEJA, JOSE PEDRO VARELA, 1, 728055, 6295135 
19/8/2020,, MATEO CORTES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 579765, 6143055 
19/8/2020,, RUTA 30 KM 160, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 3, ARTIGAS, SIN DATOS, 1, 561570, 6608005 
19/8/2020,, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 6, MONTEVIDEO, MONTEVIDEO, 1, 576305, 6141170 
19/8/2020,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 14, COLONIA, NUEVA HELVECIA, 1, 478350, 6205390 
19/8/2020,, RUTA Nº26 Y 14 DE JULIO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 18, CERRO LARGO, MELO, 1, 767570, 6414145 
19/8/2020,, AVENIDA CORONEL CARLOS LECUEDER, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, ARTIGAS, ARTIGAS, 1, 550495, 6635770 
20/8/2020,, DIECINUEVE DE JUNIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 4, FLORIDA, FLORIDA, 1, 572250, 6228140 
20/8/2020,, CAPITAN FRANCISCO BICUDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, PAYSANDU, PAYSANDU, 1, 397625, 6422775 
20/8/2020,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, MONTEVIDEO, MONTEVIDEO, 1, 576585, 6144950 
20/8/2020,, PARAGUAY, DESPISTE, SIN LESIONADOS, JUEVES, 7, COLONIA, NUEVA PALMIRA, 1, 368985, 6250870 
20/8/2020,, PEDRO GIRALT, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 569660, 6141960 
20/8/2020,, ANDRESITO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 17, FLORIDA, FLORIDA, 1, 571820, 6228265 
20/8/2020,, AVENIDA INGENIERO JACOBO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576215, 6141585 
20/8/2020,, EJIDO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 19, MALDONADO, SAN CARLOS, 1, 690440, 6148595 
20/8/2020,, SANTA TERESA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, MALDONADO, MALDONADO, 1, 686990, 6134930 
21/8/2020,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 1, PAYSANDU, PAYSANDU, 1, 397585, 6423620 
21/8/2020,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 8, ROCHA, ROCHA, 1, 745000, 6181525 
21/8/2020,, DOCTOR F. MARTINEZ RODRIGUEZ, DESPISTE, SIN LESIONADOS, VIERNES, 10, ROCHA, ROCHA, 1, 744285, 6181745 
21/8/2020,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 10, COLONIA, COLONIA DEL SACRAMENTO, 1, 422595, 6185780 
21/8/2020,, AVENIDA GENERAL FLORES, CAÍDA, LEVE, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 575360, 6140910 
21/8/2020,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 12, LAVALLEJA, MINAS, 1, 661495, 6196370 
21/8/2020,, PARALELA A RUTA TREINTA Y NUEVE, CAÍDA, LEVE, VIERNES, 13, MALDONADO, CANTERAS DE MARELLI, 1, 688165, 6142195 
21/8/2020,, MERCEDES, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574065, 6137325 
21/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, CANELONES, SALINAS, 1, 605470, 6151190 
21/8/2020,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 14, COLONIA, COLONIA DEL SACRAMENTO, 1, 423540, 6186185 
